,index,aircraft_number,distances,doc,demand,active_arcs,distances01,mach,pax_num,fuel,time,DOC_nd,SAR,mach_tot_aircraft,total_fuel,total_CEMV,total_distance,total_pax,total_cost,total_time
0,0,0,354,5724,451.0,0,354,0.7385858585858585,118.0,1992.187869279863,161.78001715052304,16.170466243161126,5.627649348248201,0.0,0.0,0.0,0,0.0,0,0.0
1,1,2,242,4461,294.0,1,242,0.6446464646464646,118.0,1361.3801461073863,148.79077719857386,18.435250176264052,5.625537793832175,1.2892929292929292,2722.7602922147726,0.07263244936009013,484,236.0,8922,297.5815543971477
2,2,0,198,3939,252.0,0,198,0.607070707070707,118.0,1132.1422091154616,142.94761890248057,19.89728744288702,5.717889945027584,0.0,0.0,0.0,0,0.0,0,0.0
3,3,0,768,10531,313.0,0,768,0.7573737373737373,118.0,4045.618677037066,218.1059705968124,13.713274065045777,5.267732652392013,0.0,0.0,0.0,0,0.0,0,0.0
4,4,0,591,8446,298.0,0,591,0.7511111111111111,118.0,3145.9572779012947,194.29669900471944,14.292428752840165,5.323108761254305,0.0,0.0,0.0,0,0.0,0,0.0
5,5,10,517,7558,192.0,1,517,0.7636363636363634,118.0,2797.4900903904504,182.9598856431553,14.619520347986228,5.4110059775443915,7.636363636363635,27974.900903904505,0.37756065196514227,5170,1180.0,75580,1829.598856431553
6,6,0,587,8399,221.0,0,587,0.7511111111111111,118.0,3125.5776263588805,193.73931317375158,14.308365436634565,5.324663758703374,0.0,0.0,0.0,0,0.0,0,0.0
7,7,10,335,5452,324.0,1,335,0.7573737373737373,118.0,1881.2893905132385,158.2358526962114,16.276454568767306,5.6157892254126525,7.573737373737373,18812.893905132383,0.36379266789857534,3350,1180.0,54520,1582.358526962114
8,8,7,154,3478,188.0,1,154,0.5444444444444444,118.0,965.4525784609281,137.78519050397108,22.586433078246024,6.269172587408624,3.811111111111111,6758.168049226497,0.2281143231150683,1078,826.0,24346,964.4963335277976
9,9,3,660,9234,200.0,1,660,0.7698989898989899,118.0,3535.2223429656524,202.02925190357598,13.991978689049036,5.356397489341898,2.3096969696969696,10605.667028896958,0.11442296517766173,1980,354.0,27702,606.087755710728
10,10,0,1105,14662,105.0,0,1105,0.7886868686868687,118.0,6030.949206049848,259.5010192729584,13.269374432561591,5.457872584660496,0.0,0.0,0.0,0,0.0,0,0.0
11,11,0,830,11286,152.0,0,830,0.776161616161616,118.0,4459.659736308619,224.41613915723912,13.598440226755006,5.373084019648939,0.0,0.0,0.0,0,0.0,0,0.0
12,12,2,1006,13432,256.0,1,1006,0.7824242424242422,118.0,5439.661886740225,247.24877740356888,13.352678930726357,5.407218575288494,1.5648484848484845,10879.32377348045,0.0755650216917648,2012,236.0,26864,494.49755480713776
13,13,0,855,11592,125.0,0,855,0.776161616161616,118.0,4595.054433821321,227.79151047452314,13.558512579821366,5.374332671136048,0.0,0.0,0.0,0,0.0,0,0.0
14,14,10,187,3839,342.0,1,354,0.7573737373737373,118.0,2028.122411196459,160.0170707195216,16.115294626834455,5.729159353662314,7.573737373737373,20281.22411196459,0.35659384188065635,1870,1180.0,38390,1600.170707195216
15,15,10,200,3950,469.0,1,187,0.5945454545454545,118.0,1136.9614568070413,142.10992459418273,20.532584212527883,6.080007790411985,5.945454545454545,11369.614568070412,0.33601650114506004,2000,1180.0,39500,1421.0992459418273
16,16,0,673,9401,398.0,0,200,0.6258585858585858,118.0,1151.3131847973204,142.61335449804025,19.75099697577843,5.756565923986602,0.0,0.0,0.0,0,0.0,0,0.0
17,17,0,620,8723,215.0,0,673,0.7511111111111111,118.0,3544.3562679955307,205.66906265275605,13.970030294005435,5.2665026270364494,0.0,0.0,0.0,0,0.0,0,0.0
18,18,0,780,10685,254.0,0,620,0.7698989898989899,118.0,3301.134739124266,196.5114942694016,14.070594625634111,5.324410869555268,0.0,0.0,0.0,0,0.0,0,0.0
19,19,10,243,4479,505.0,1,780,0.776161616161616,118.0,4196.702201548031,217.68961243539746,13.699733708359508,5.38038743788209,7.7616161616161605,41967.02201548031,0.37970926225214974,2430,1180.0,44790,2176.8961243539748
20,20,0,688,9537,227.0,0,243,0.6446464646464646,118.0,1370.6806810651897,148.95239059782463,18.433265431974473,5.640661238951398,0.0,0.0,0.0,0,0.0,0,0.0
21,21,0,426,6501,322.0,0,688,0.7698989898989899,118.0,3655.972511252496,205.75917830273661,13.863013794840903,5.3139135337972325,0.0,0.0,0.0,0,0.0,0,0.0
22,22,0,790,10807,244.0,0,426,0.7573737373737373,118.0,2333.7489359650303,170.8863920039507,15.262744029438016,5.478283887241855,0.0,0.0,0.0,0,0.0,0,0.0
23,23,0,1374,18053,47.0,0,790,0.776161616161616,118.0,4250.275320976514,219.03743476543374,13.679949680008356,5.380095343008246,0.0,0.0,0.0,0,0.0,0,0.0
24,24,0,998,13342,222.0,0,1374,0.7949494949494949,118.0,7628.853112055524,293.86890846742085,13.139617627951596,5.552294841379567,0.0,0.0,0.0,0,0.0,0,0.0
25,25,1,1357,17850,279.0,1,998,0.7824242424242422,118.0,5401.7602941801615,246.20090050764318,13.368929222726237,5.412585465110382,0.7824242424242422,5401.7602941801615,0.03774504731311949,1357,118.0,17850,246.20090050764318
26,26,0,1180,15612,15.0,0,1357,0.7949494949494949,118.0,7535.95602364231,291.74726314703594,13.154430820966576,5.553394269449012,0.0,0.0,0.0,0,0.0,0,0.0
27,27,0,215,4146,334.0,0,1180,0.7886868686868687,118.0,6465.783594486689,269.49028031288935,13.23124708678209,5.479477622446347,0.0,0.0,0.0,0,0.0,0,0.0
28,28,0,575,8269,300.0,0,242,0.6509090909090909,118.0,1335.2931023625329,148.38983820669947,18.298664122375936,5.517740092407161,0.0,0.0,0.0,0,0.0,0,0.0
29,29,7,464,6943,374.0,1,187,0.5820202020202019,118.0,1128.196685819378,142.42076718390598,20.568167596072474,6.033137357322877,4.074141414141414,7897.376800735646,0.2370388699227034,3248,826.0,48601,996.9453702873418
30,30,2,594,8407,354.0,1,215,0.6509090909090909,118.0,1249.4448047587855,144.24004929517503,19.288218937025103,5.8113711849245835,1.3018181818181818,2498.889609517571,0.0703098418482954,1188,236.0,16814,288.48009859035005
31,31,6,424,6436,204.0,1,575,0.7448484848484846,118.0,3055.0169295844726,192.53403342187838,14.382441663664878,5.313072921016474,4.469090909090908,18330.101577506837,0.23071201638370376,2544,708.0,38616,1155.2042005312703
32,32,0,559,8017,255.0,0,464,0.7448484848484846,118.0,2525.0318169909915,177.57936030896994,14.963555836825394,5.441878915928861,0.0,0.0,0.0,0,0.0,0,0.0
