,pax_number
0,0.0
1,0.0
2,586.0
3,0.0
4,580.0
5,577.0
6,0.0
7,0.0
8,0.0
9,0.0
10,563.0
11,590.0
12,472.0
13,590.0
14,59.0
15,0.0
16,0.0
17,118.0
18,40.0
19,0.0
20,354.0
21,0.0
22,0.0
23,403.0
24,118.0
25,0.0
26,236.0
27,0.0
28,590.0
29,59.0
30,590.0
31,0.0
32,0.0
33,531.0
34,0.0
35,0.0
36,118.0
37,177.0
38,590.0
39,590.0
40,590.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,590.0
50,0.0
51,295.0
52,590.0
53,0.0
54,0.0
55,59.0
56,569.0
57,0.0
58,349.0
59,384.0
60,164.0
61,236.0
62,118.0
63,0.0
64,0.0
65,588.0
66,531.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,587.0
73,590.0
74,472.0
75,0.0
76,33.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,590.0
83,0.0
84,0.0
85,0.0
86,0.0
87,57.0
88,0.0
89,590.0
90,0.0
91,590.0
92,0.0
93,0.0
94,103.0
95,531.0
96,0.0
97,0.0
98,0.0
99,590.0
100,0.0
101,590.0
102,0.0
103,0.0
104,590.0
105,0.0
106,0.0
107,0.0
108,0.0
109,236.0
110,0.0
111,531.0
112,0.0
113,0.0
114,0.0
115,0.0
116,354.0
117,0.0
118,0.0
119,0.0
120,0.0
121,295.0
122,590.0
123,295.0
124,590.0
125,0.0
126,590.0
127,59.0
128,0.0
129,172.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,590.0
142,531.0
143,590.0
144,0.0
145,0.0
146,0.0
147,531.0
148,590.0
149,0.0
150,590.0
151,0.0
152,59.0
153,0.0
154,177.0
155,590.0
156,462.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,531.0
168,0.0
169,0.0
170,0.0
171,177.0
172,354.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,590.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,590.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,523.0
195,0.0
196,33.0
197,0.0
198,0.0
199,0.0
200,531.0
201,590.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,472.0
210,0.0
211,580.0
212,0.0
213,590.0
214,0.0
215,0.0
216,0.0
217,413.0
218,0.0
219,354.0
220,531.0
221,0.0
222,0.0
223,590.0
224,0.0
