,pax_number
0,0.0
1,0.0
2,595.0
3,0.0
4,580.0
5,754.0
6,85.0
7,0.0
8,0.0
9,0.0
10,0.0
11,749.0
12,510.0
13,817.0
14,0.0
15,0.0
16,0.0
17,85.0
18,0.0
19,340.0
20,78.0
21,0.0
22,0.0
23,170.0
24,595.0
25,0.0
26,0.0
27,0.0
28,765.0
29,0.0
30,566.0
31,0.0
32,0.0
33,425.0
34,0.0
35,0.0
36,85.0
37,0.0
38,850.0
39,507.0
40,850.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,850.0
50,78.0
51,0.0
52,850.0
53,0.0
54,0.0
55,0.0
56,680.0
57,0.0
58,821.0
59,0.0
60,0.0
61,651.0
62,0.0
63,0.0
64,0.0
65,240.0
66,340.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,845.0
73,340.0
74,84.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,850.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,255.0
90,0.0
91,765.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,850.0
100,0.0
101,850.0
102,0.0
103,0.0
104,850.0
105,0.0
106,0.0
107,170.0
108,0.0
109,170.0
110,163.0
111,425.0
112,0.0
113,0.0
114,0.0
115,255.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,739.9999999999999
122,507.0
123,85.0
124,425.0
125,0.0
126,765.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,850.0
142,850.0
143,170.0
144,0.0
145,0.0
146,0.0
147,425.0
148,850.0
149,85.0
150,849.0
151,0.0
152,425.0
153,0.0
154,0.0
155,425.0
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,850.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,85.0
179,850.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,850.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,824.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,850.0
201,850.0
202,0.0
203,0.0
204,0.0
205,81.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,750.0
212,0.0
213,0.0
214,0.0
215,0.0
216,85.0
217,0.0
218,0.0
219,48.99999999999999
220,0.0
221,0.0
222,0.0
223,850.0
224,0.0
