,pax_number
0,0.0
1,0.0
2,603.0
3,0.0
4,603.0
5,670.0
6,0.0
7,0.0
8,0.0
9,52.0
10,649.0
11,670.0
12,459.0
13,670.0
14,0.0
15,60.0
16,0.0
17,67.0
18,0.0
19,260.0
20,67.0
21,0.0
22,0.0
23,0.0
24,603.0
25,0.0
26,103.0
27,0.0
28,603.0
29,0.0
30,603.0
31,0.0
32,0.0
33,536.0
34,0.0
35,0.0
36,67.0
37,0.0
38,670.0
39,670.0
40,670.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,66.0
47,0.0
48,0.0
49,536.0
50,0.0
51,67.0
52,670.0
53,0.0
54,0.0
55,0.0
56,667.0
57,0.0
58,670.0
59,67.0
60,0.0
61,201.0
62,0.0
63,0.0
64,0.0
65,670.0
66,664.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,666.0
73,402.0
74,670.0
75,0.0
76,0.0
77,0.0
78,67.0
79,0.0
80,0.0
81,0.0
82,670.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,201.0
90,0.0
91,654.0
92,0.0
93,0.0
94,64.0
95,667.0
96,0.0
97,0.0
98,0.0
99,670.0
100,0.0
101,656.0
102,0.0
103,0.0
104,653.0
105,0.0
106,42.0
107,44.0
108,0.0
109,201.0
110,67.0
111,580.0
112,0.0
113,0.0
114,0.0
115,0.0
116,304.0
117,0.0
118,67.0
119,0.0
120,0.0
121,469.0
122,670.0
123,0.0
124,667.0
125,0.0
126,670.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,670.0
142,670.0
143,670.0
144,0.0
145,67.0
146,0.0
147,578.0
148,670.0
149,0.0
150,536.0
151,0.0
152,0.0
153,0.0
154,0.0
155,670.0
156,59.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,641.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,670.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,669.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,252.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,670.0
201,653.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,670.0
210,0.0
211,268.0
212,117.0
213,535.0
214,0.0
215,0.0
216,0.0
217,670.0
218,0.0
219,335.0
220,603.0
221,0.0
222,0.0
223,670.0
224,0.0
