,index,aircraft_number,distances,doc,demand,active_arcs,distances01,mach,pax_num,fuel,time,DOC_nd,SAR,mach_tot_aircraft,total_fuel,total_CEMV,total_distance,total_pax,total_cost,total_time
0,0,0,354,8010,451.0,0,354,0.6759595959595959,188.0,2726.1716902744583,164.98196579753576,22.62842462045626,7.701049972526718,0.0,0.0,0.0,0,0.0,0,0.0
1,1,0,242,6227,294.0,0,242,0.6321212121212121,188.0,1975.049472962631,148.6398433488447,25.732553728800433,8.161361458523269,0.0,0.0,0.0,0,0.0,0,0.0
2,2,1,198,5588,252.0,1,198,0.5507070707070707,189.0,1678.6477490733741,145.39918003036945,28.222403341910876,8.478018934714012,0.5507070707070707,1678.6477490733741,0.019888794171674884,198,189.0,5588,145.39918003036945
3,3,0,768,14746,313.0,0,768,0.6759595959595959,185.0,5246.205085843125,229.04666918154348,19.201263119646455,6.830996205524902,0.0,0.0,0.0,0,0.0,0,0.0
4,4,0,591,11818,298.0,0,591,0.6759595959595959,186.0,4145.817842211527,201.6429186149667,19.997121070895997,7.014920206787694,0.0,0.0,0.0,0,0.0,0,0.0
5,5,3,517,10633,192.0,1,517,0.6696969696969697,187.0,3683.3985079401245,190.76165580599158,20.568041816265207,7.124561910909332,2.009090909090909,11050.195523820374,0.07100123868019055,1551,561.0,31899,572.2849674179747
6,6,0,587,11753,221.0,0,587,0.6759595959595959,186.0,4121.514045014443,201.02363610401682,20.022249143455316,7.0213186456804815,0.0,0.0,0.0,0,0.0,0,0.0
7,7,8,335,7711,324.0,1,335,0.6759595959595959,188.0,2619.297674490285,161.9457535504024,23.019985611113512,7.818799028329209,5.407676767676767,20954.38139592228,0.17252529240375788,2680,1504.0,61688,1295.5660284032192
8,8,9,154,4851,188.0,1,154,0.4943434343434343,189.0,1333.1706705107779,139.01615704180273,31.50327074997028,8.656952405914142,4.449090909090909,11998.536034597,0.17529935374809946,1386,1701.0,43659,1251.1454133762245
9,9,0,660,12930,200.0,0,660,0.6822222222222221,186.0,4596.084440452488,211.49165157001963,19.591710218547266,6.963764303715891,0.0,0.0,0.0,0,0.0,0,0.0
10,10,0,1105,20408,105.0,0,1105,0.6759595959595959,183.0,7373.330367964001,281.22605001471703,18.469679634487186,6.672697165578281,0.0,0.0,0.0,0,0.0,0,0.0
11,11,0,830,15796,152.0,0,830,0.6696969696969697,185.0,5592.19634565767,239.68950788352544,19.032151285119365,6.737585958623698,0.0,0.0,0.0,0,0.0,0,0.0
12,12,0,1006,18725,256.0,0,1006,0.6759595959595959,184.0,6735.480592684842,265.9110390920183,18.614130571507854,6.695308740243382,0.0,0.0,0.0,0,0.0,0,0.0
13,13,0,855,16179,125.0,0,855,0.6759595959595959,185.0,5773.410603854961,242.54252524382164,18.92365553027692,6.752527022052585,0.0,0.0,0.0,0,0.0,0,0.0
14,14,9,187,5406,342.0,1,354,0.6759595959595959,188.0,2740.615581243965,164.9191636997173,22.66517997811281,7.741851924417981,6.083636363636363,24665.540231195686,0.196020044945369,1683,1692.0,48654,1484.2724732974557
15,15,0,200,5573,469.0,0,187,0.5381818181818181,189.0,1593.33581214863,144.00235207358818,28.912522919992163,8.520512364431177,0.0,0.0,0.0,0,0.0,0,0.0
16,16,0,673,13181,398.0,0,200,0.5632323232323231,189.0,1673.2748194240344,145.21366061056426,27.865197178457134,8.366374097120172,0.0,0.0,0.0,0,0.0,0,0.0
17,17,0,620,12287,215.0,0,673,0.6759595959595959,186.0,4665.482557120505,214.31525021976748,19.586574801034136,6.932366355305356,0.0,0.0,0.0,0,0.0,0,0.0
18,18,0,780,14972,254.0,0,620,0.6822222222222221,186.0,4358.18441551542,205.38066395401415,19.818209774314642,7.029329702444226,0.0,0.0,0.0,0,0.0,0,0.0
19,19,10,243,6207,505.0,1,780,0.6696969696969697,185.0,5289.939806808089,231.90424365172197,19.195224006360817,6.781974111292422,6.696969696969697,52899.39806808089,0.2486260944218738,2430,1850.0,62070,2319.04243651722
20,20,0,688,13402,227.0,0,243,0.6321212121212121,188.0,2005.3726656314827,149.80310544328745,25.546224185733344,8.252562410006101,0.0,0.0,0.0,0,0.0,0,0.0
21,21,0,426,9156,322.0,0,688,0.6822222222222221,186.0,4778.19203664615,215.81554328025422,19.47984256071683,6.94504656489266,0.0,0.0,0.0,0,0.0,0,0.0
22,22,0,790,15140,244.0,0,426,0.6822222222222221,187.0,3180.96696390317,175.62405856773455,21.493572848005936,7.467058600711667,0.0,0.0,0.0,0,0.0,0,0.0
23,23,0,1374,25064,47.0,0,790,0.6696969696969697,185.0,5352.892595099317,233.46694151769987,19.164875453981907,6.775813411518123,0.0,0.0,0.0,0,0.0,0,0.0
24,24,0,998,18602,222.0,0,1374,0.6759595959595959,182.0,9160.009685850642,322.91873755031276,18.242173056009403,6.666673716048503,0.0,0.0,0.0,0,0.0,0,0.0
25,25,0,1357,24768,279.0,0,998,0.6759595959595959,184.0,6693.335803639577,264.7012510012348,18.639683008320954,6.706749302244065,0.0,0.0,0.0,0,0.0,0,0.0
26,26,0,1180,21707,15.0,0,1357,0.6759595959595959,182.0,9045.875254733357,320.2872912956466,18.25241903207765,6.666083459641383,0.0,0.0,0.0,0,0.0,0,0.0
27,27,0,215,5758,334.0,0,1180,0.6759595959595959,183.0,7872.679057220643,292.8892388349831,18.396384080005898,6.67176191289885,0.0,0.0,0.0,0,0.0,0,0.0
28,28,0,575,11556,300.0,0,242,0.6446464646464646,188.0,2034.2129915915457,148.26461182737586,25.95346890578564,8.405838808229527,0.0,0.0,0.0,0,0.0,0,0.0
29,29,4,464,9762,374.0,1,187,0.5507070707070707,189.0,1601.921050853019,143.39474351197802,28.802862518544227,8.566422731834328,2.202828282828283,6407.684203412076,0.07873418291603887,1856,756.0,39048,573.5789740479121
30,30,5,594,11850,354.0,1,215,0.5882828282828283,189.0,1756.2720870916903,147.0317438861386,26.784452567753153,8.168707381821815,2.9414141414141417,8781.360435458451,0.10320945878862149,2970,945.0,59250,735.158719430693
31,31,3,424,9120,204.0,1,575,0.6759595959595959,186.0,4047.7940960509923,199.16337375164832,20.097959664870896,7.039641906175639,2.0278787878787874,12143.382288152978,0.07185773473569737,1272,558.0,27360,597.4901212549449
32,32,0,559,11230,255.0,0,464,0.6759595959595959,187.0,3383.980155787608,181.92035013727497,21.03925138134038,7.293060680576741,0.0,0.0,0.0,0,0.0,0,0.0
33,33,0,257,6446,192.0,0,594,0.6822222222222221,186.0,4188.870184662913,201.36063041724967,19.949878829668446,7.051970007850022,0.0,0.0,0.0,0,0.0,0,0.0
34,34,0,831,15812,180.0,0,424,0.6759595959595959,187.0,3144.620024116588,175.72541508771187,21.51095922944577,7.41655666065233,0.0,0.0,0.0,0,0.0,0,0.0
35,35,10,1340,0,0.0,1,559,0.6822222222222221,186.0,3947.346937489648,195.6743003818911,20.09077648487977,7.061443537548565,6.822222222222221,39473.46937489648,0.23878626612176557,13400,1860.0,0,1956.743003818911
36,36,0,1023,19012,134.0,0,257,0.6759595959595959,188.0,2180.826136344889,150.68229773698414,25.08228827804579,8.485704810680502,0.0,0.0,0.0,0,0.0,0,0.0
37,37,0,1207,22158,243.0,0,831,0.6696969696969697,185.0,5597.516877929936,239.8430566082843,19.027950016931033,6.735880719530608,0.0,0.0,0.0,0,0.0,0,0.0
38,38,0,1097,20271,97.0,0,1340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0,0.0
39,39,0,789,15112,307.0,0,1023,0.6759595959595959,184.0,6843.685783058703,268.5408884165381,18.585367826036503,6.689819924788567,0.0,0.0,0.0,0,0.0,0,0.0
40,40,0,670,13135,374.0,0,1207,0.6759595959595959,183.0,8039.926379618805,297.0377981209985,18.358402268329375,6.661082336055348,0.0,0.0,0.0,0,0.0,0,0.0
41,41,0,700,13603,291.0,0,1097,0.6759595959595959,183.0,7320.583529189945,279.98547688778405,18.478883361279568,6.6732757786599315,0.0,0.0,0.0,0,0.0,0,0.0
42,42,4,405,8834,327.0,1,198,0.5632323232323231,189.0,1662.8042562673986,144.85211864111233,27.983426214177033,8.39800129427979,2.2529292929292923,6651.2170250695945,0.0803131924692326,1620,756.0,35336,579.4084745644493
43,43,0,518,10573,255.0,0,200,0.5507070707070707,189.0,1707.6821938808548,145.72039025073383,28.25885547390444,8.538410969404275,0.0,0.0,0.0,0,0.0,0,0.0
44,44,0,326,7586,256.0,0,215,0.5757575757575757,189.0,1756.0714043594535,147.65134669947065,26.913273970089882,8.1677739737649,0.0,0.0,0.0,0,0.0,0,0.0
45,45,5,622,12196,238.0,1,789,0.6759595959595959,185.0,5389.795387938086,232.33307867607473,19.153967603624334,6.831172861771972,3.3797979797979796,26948.97693969043,0.12341773293404174,3110,925.0,60980,1161.6653933803736
46,46,0,1176,21643,5.0,0,670,0.6759595959595959,186.0,4649.434624773355,213.85941604060972,19.605440699505703,6.939454663840828,0.0,0.0,0.0,0,0.0,0,0.0
47,47,0,821,15662,189.0,0,700,0.6822222222222221,186.0,4855.740953511111,217.66614375139852,19.433858833842752,6.936772790730158,0.0,0.0,0.0,0,0.0,0,0.0
48,48,1,1193,21934,229.0,1,405,0.6759595959595959,187.0,3043.9005430945617,172.826255545524,21.812821836545425,7.515803810110029,0.6759595959595959,3043.9005430945617,0.022435068535087376,1193,187.0,21934,172.826255545524
49,49,0,982,18334,62.0,0,518,0.6822222222222221,187.0,3691.8080002197794,189.5961047062954,20.41147762962815,7.127042471466756,0.0,0.0,0.0,0,0.0,0,0.0
50,50,0,261,6370,697.0,0,326,0.6759595959595959,188.0,2578.1181047143823,160.59430843686712,23.27060257490227,7.908337744522645,0.0,0.0,0.0,0,0.0,0,0.0
51,51,0,718,13819,340.0,0,622,0.6822222222222221,186.0,4277.104399932316,205.4131416718776,19.60872515244311,6.876373633331697,0.0,0.0,0.0,0,0.0,0,0.0
52,52,0,785,14894,150.0,0,1176,0.6759595959595959,183.0,7849.573494158605,292.27942517793167,18.404058320496695,6.674807392992011,0.0,0.0,0.0,0,0.0,0,0.0
53,53,0,975,18131,150.0,0,821,0.6696969696969697,185.0,5548.336012615711,238.3191755078244,19.076925475516486,6.758021939848613,0.0,0.0,0.0,0,0.0,0,0.0
54,54,0,670,13030,183.0,0,1193,0.6759595959595959,183.0,7960.775845834207,294.91093103720783,18.38636959930602,6.672905151579386,0.0,0.0,0.0,0,0.0,0,0.0
55,55,0,1405,25524,53.0,0,982,0.6759595959595959,184.0,6593.733436083487,262.20050774974436,18.670141809210655,6.714596167091127,0.0,0.0,0.0,0,0.0,0,0.0
56,56,3,1856,0,0.0,1,768,0.6696969696969697,185.0,5155.23101597066,229.84461587448163,19.129784783936394,6.712540385378464,2.009090909090909,15465.69304791198,0.07535935602415705,5568,555.0,0,689.5338476234449
57,57,0,1591,28725,40.0,0,673,0.6822222222222221,186.0,4640.0569379022645,213.11216208490006,19.434546617108182,6.894586831949873,0.0,0.0,0.0,0,0.0,0,0.0
58,58,0,1465,26574,109.0,0,575,0.6822222222222221,187.0,3972.6376676092746,198.15606496669062,19.8424696281916,6.908935074103086,0.0,0.0,0.0,0,0.0,0,0.0
59,59,0,1551,28017,28.0,0,789,0.6696969696969697,185.0,5287.751006929905,233.12232845846887,19.06782088066393,6.701839045538536,0.0,0.0,0.0,0,0.0,0,0.0
60,60,0,457,9654,384.0,0,261,0.6759595959595959,188.0,2038.2081961476301,150.13120904805436,24.407131184380813,7.809226805163334,0.0,0.0,0.0,0,0.0,0,0.0
61,61,0,802,15328,164.0,0,718,0.6822222222222221,186.0,4919.112284116681,220.02056698287575,19.247844266012134,6.851131314925739,0.0,0.0,0.0,0,0.0,0,0.0
62,62,0,740,14262,175.0,0,785,0.6759595959595959,185.0,5249.922844113148,231.39079403786425,18.974208311964432,6.687799801418023,0.0,0.0,0.0,0,0.0,0,0.0
63,63,0,462,9734,171.0,0,975,0.6759595959595959,184.0,6479.170509608157,260.85481253499836,18.595917987590763,6.645303086777597,0.0,0.0,0.0,0,0.0,0,0.0
64,64,0,1250,22916,74.0,0,670,0.6822222222222221,186.0,4621.514911196162,212.652019908226,19.448118969557893,6.89778344954651,0.0,0.0,0.0,0,0.0,0,0.0
65,65,0,1635,29600,81.0,0,1405,0.6759595959595959,182.0,9307.936115552631,327.52292548279377,18.166593121228885,6.624865562670912,0.0,0.0,0.0,0,0.0,0,0.0
66,66,0,1419,25853,90.0,0,1856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0,0.0
67,67,0,1205,22140,104.0,0,1591,0.6759595959595959,181.0,10523.034231629821,356.16974669173175,18.0550014006338,6.614100711269529,0.0,0.0,0.0,0,0.0,0,0.0
68,68,0,1312,23989,76.0,0,1465,0.6759595959595959,181.0,9714.120645810495,336.8095278870087,18.139717211960477,6.6307990756385635,0.0,0.0,0.0,0,0.0,0,0.0
69,69,0,1018,18906,55.0,0,1551,0.6759595959595959,181.0,10247.188882753378,349.97948130656494,18.064210418899908,6.606827132658529,0.0,0.0,0.0,0,0.0,0,0.0
70,70,0,421,9079,144.0,0,591,0.6822222222222221,186.0,4182.43947703361,200.9371638026667,19.995341756503432,7.076885747941811,0.0,0.0,0.0,0,0.0,0,0.0
