,pax_number
0,0.0
1,0.0
2,630.0
3,0.0
4,504.0
5,630.0
6,0.0
7,0.0
8,0.0
9,0.0
10,615.0
11,630.0
12,504.0
13,630.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,160.0
20,0.0
21,0.0
22,0.0
23,63.0
24,630.0
25,0.0
26,0.0
27,0.0
28,567.0
29,0.0
30,378.0
31,0.0
32,0.0
33,630.0
34,63.0
35,0.0
36,0.0
37,63.0
38,630.0
39,630.0
40,630.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,630.0
50,0.0
51,252.0
52,630.0
53,0.0
54,0.0
55,54.0
56,630.0
57,0.0
58,614.0
59,351.0
60,0.0
61,189.0
62,0.0
63,0.0
64,0.0
65,504.0
66,630.0
67,0.0
68,54.0
69,0.0
70,0.0
71,0.0
72,504.0
73,378.0
74,567.0
75,0.0
76,0.0
77,0.0
78,0.0
79,122.0
80,0.0
81,0.0
82,630.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,630.0
92,0.0
93,35.0
94,189.0
95,504.0
96,0.0
97,0.0
98,0.0
99,630.0
100,0.0
101,567.0
102,0.0
103,0.0
104,567.0
105,0.0
106,0.0
107,0.0
108,0.0
109,630.0
110,252.0
111,378.0
112,0.0
113,0.0
114,0.0
115,630.0
116,176.0
117,0.0
118,57.0
119,0.0
120,0.0
121,63.0
122,630.0
123,189.0
124,603.0
125,0.0
126,546.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,189.0
141,630.0
142,567.0
143,604.0
144,0.0
145,0.0
146,0.0
147,599.0
148,630.0
149,0.0
150,630.0
151,0.0
152,55.0
153,0.0
154,126.0
155,630.0
156,0.0
157,63.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,621.0
168,0.0
169,0.0
170,0.0
171,63.0
172,315.0
173,54.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,630.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,630.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,612.0
195,54.0
196,0.0
197,0.0
198,0.0
199,0.0
200,567.0
201,619.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,630.0
210,0.0
211,432.0
212,0.0
213,630.0
214,0.0
215,0.0
216,0.0
217,567.0
218,0.0
219,315.0
220,630.0
221,0.0
222,0.0
223,630.0
224,0.0
