,pax_number
0,0.0
1,238.0
2,340.0
3,0.0
4,306.0
5,340.0
6,0.0
7,0.0
8,0.0
9,0.0
10,340.0
11,340.0
12,340.0
13,340.0
14,23.0
15,0.0
16,0.0
17,340.0
18,0.0
19,340.0
20,0.0
21,0.0
22,306.0
23,334.0
24,339.0
25,340.0
26,340.0
27,306.0
28,340.0
29,340.0
30,306.0
31,0.0
32,0.0
33,340.0
34,340.0
35,102.0
36,340.0
37,337.0
38,340.0
39,340.0
40,340.0
41,68.0
42,0.0
43,340.0
44,0.0
45,96.0
46,0.0
47,0.0
48,0.0
49,340.0
50,340.0
51,340.0
52,340.0
53,0.0
54,0.0
55,337.0
56,340.0
57,0.0
58,340.0
59,340.0
60,102.0
61,339.0
62,340.0
63,0.0
64,0.0
65,340.0
66,340.0
67,0.0
68,340.0
69,0.0
70,0.0
71,204.0
72,334.0
73,331.0
74,340.0
75,0.0
76,0.0
77,0.0
78,199.0
79,34.0
80,0.0
81,340.0
82,340.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,129.0
89,340.0
90,0.0
91,340.0
92,0.0
93,0.0
94,340.0
95,340.0
96,0.0
97,0.0
98,0.0
99,332.0
100,0.0
101,330.0
102,0.0
103,0.0
104,340.0
105,0.0
106,272.0
107,0.0
108,0.0
109,331.0
110,204.0
111,340.0
112,0.0
113,0.0
114,0.0
115,340.0
116,340.0
117,261.0
118,34.0
119,0.0
120,0.0
121,340.0
122,340.0
123,340.0
124,340.0
125,136.0
126,340.0
127,0.0
128,0.0
129,340.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,34.0
138,340.0
139,340.0
140,340.0
141,340.0
142,340.0
143,340.0
144,0.0
145,340.0
146,0.0
147,340.0
148,340.0
149,340.0
150,340.0
151,0.0
152,340.0
153,0.0
154,68.0
155,340.0
156,333.0
157,306.0
158,31.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,340.0
168,0.0
169,0.0
170,0.0
171,340.0
172,340.0
173,306.0
174,68.0
175,340.0
176,0.0
177,0.0
178,259.0
179,340.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,340.0
187,333.0
188,130.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,340.0
195,306.0
196,31.0
197,0.0
198,0.0
199,0.0
200,340.0
201,340.0
202,0.0
203,0.0
204,0.0
205,204.0
206,0.0
207,0.0
208,0.0
209,340.0
210,0.0
211,340.0
212,263.0
213,340.0
214,306.0
215,0.0
216,0.0
217,327.0
218,0.0
219,306.0
220,340.0
221,0.0
222,0.0
223,340.0
224,0.0
