,pax_number
0,0.0
1,149.0
2,384.0
3,0.0
4,384.0
5,390.0
6,0.0
7,0.0
8,0.0
9,29.0
10,387.0
11,390.0
12,390.0
13,390.0
14,156.0
15,0.0
16,0.0
17,390.0
18,0.0
19,387.0
20,0.0
21,0.0
22,0.0
23,39.0
24,390.0
25,312.0
26,390.0
27,390.0
28,390.0
29,351.0
30,385.0
31,0.0
32,0.0
33,390.0
34,351.0
35,0.0
36,383.0
37,390.0
38,390.0
39,390.0
40,390.0
41,30.0
42,39.0
43,109.0
44,0.0
45,115.0
46,0.0
47,0.0
48,0.0
49,390.0
50,390.0
51,390.0
52,390.0
53,0.0
54,0.0
55,269.0
56,390.0
57,0.0
58,390.0
59,390.0
60,0.0
61,390.0
62,390.0
63,0.0
64,0.0
65,390.0
66,390.0
67,0.0
68,0.0
69,0.0
70,0.0
71,74.0
72,390.0
73,390.0
74,390.0
75,0.0
76,0.0
77,0.0
78,273.0
79,0.0
80,0.0
81,78.0
82,390.0
83,0.0
84,0.0
85,0.0
86,0.0
87,138.0
88,194.0
89,390.0
90,0.0
91,390.0
92,0.0
93,0.0
94,390.0
95,390.0
96,0.0
97,0.0
98,0.0
99,390.0
100,0.0
101,390.0
102,0.0
103,0.0
104,351.0
105,0.0
106,0.0
107,0.0
108,0.0
109,390.0
110,36.0
111,390.0
112,0.0
113,0.0
114,0.0
115,390.0
116,390.0
117,149.0
118,0.0
119,0.0
120,0.0
121,390.0
122,390.0
123,390.0
124,390.0
125,39.0
126,390.0
127,0.0
128,0.0
129,386.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,234.0
140,390.0
141,390.0
142,390.0
143,390.0
144,0.0
145,117.0
146,0.0
147,390.0
148,390.0
149,351.0
150,390.0
151,0.0
152,390.0
153,39.0
154,35.0
155,390.0
156,390.0
157,0.0
158,78.0
159,0.0
160,0.0
161,0.0
162,0.0
163,39.0
164,0.0
165,0.0
166,0.0
167,390.0
168,0.0
169,0.0
170,0.0
171,390.0
172,387.0
173,78.0
174,0.0
175,300.0
176,0.0
177,0.0
178,390.0
179,390.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,390.0
187,390.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,390.0
195,78.0
196,0.0
197,0.0
198,0.0
199,0.0
200,390.0
201,351.0
202,0.0
203,0.0
204,0.0
205,273.0
206,39.0
207,0.0
208,0.0
209,39.0
210,0.0
211,382.0
212,302.0
213,312.0
214,390.0
215,0.0
216,0.0
217,312.0
218,30.0
219,381.00000000000006
220,379.0
221,0.0
222,0.0
223,390.0
224,0.0
